ngsamdmixgroup1	ngsadmixgroup2	Name	Location	Type	plate	PC1	PC2	PC3	PC4
1e-09	0.999999999	CATP5	CAT	P	1	-0.0817449955359368	-0.0515234909692587	-0.00536290780214429	-0.0636860952280041
1e-09	0.999999999	CATP6	CAT	P	1	-0.0803128485202474	-0.0430651032269533	-0.0354309642958769	-0.075716734915448
1e-09	0.999999999	CATP7	CAT	P	1	-0.0834412526555585	-0.0426303115997275	-0.013947660622251	-0.0683284167899623
1e-09	0.999999999	CATP8	CAT	P	1	-0.0829902543064324	-0.056548635158242	-0.0263612328647202	-0.0802599459916289
1e-09	0.999999999	CATP9	CAT	P	1	-0.0845430974440923	-0.0225256052015146	-0.0347006880598778	-0.0932639902889466
0.999999999	1e-09	CHUA10	CHU	A	1	0.1008150805494	-0.00189440258321371	0.0907031498712536	-0.0911277049315451
0.999999999	1e-09	CHUA11	CHU	A	1	0.0957505257418389	0.008712232772383	0.09352056416758	-0.0784271127392863
0.999999999	1e-09	CHUA12	CHU	A	1	0.10205276866489	-0.00375782670281081	0.105087835386	-0.0739753950194848
0.999999999	1e-09	CHUA13	CHU	A	1	0.107743971736057	0.00420387304642384	0.123542749249995	-0.109619336365263
0.999999999	1e-09	CHUA1	CHU	A	1	0.103101503137694	-0.00102688440253364	0.0974535499513878	-0.0969371517230099
0.999999999	1e-09	CHUA2	CHU	A	1	0.0977231802684354	-0.00527097509466954	0.1030305653794	-0.0857056012957609
0.999999999	1e-09	CHUA3	CHU	A	1	0.097177046948897	-0.00498346650115662	0.105985315154842	-0.09457464807513
0.999999999	1e-09	CHUA4	CHU	A	1	0.104548886826011	0.0023095061662839	0.113545203654986	-0.0924470666142531
0.999999999	1e-09	CHUA5	CHU	A	1	0.100964713519875	0.0013231292886565	0.100159454608322	-0.0918293794354007
0.999999999	1e-09	CHUA6	CHU	A	1	0.106230537434167	-0.00263138667581652	0.0967349969605144	-0.0788472733295253
0.623834487438895	0.376165512561105	CHUA7	CHU	A	1	0.0234460883897901	0.0599556066619677	0.0441161036187989	-0.0614860173608259
0.999999999	1e-09	CHUA8	CHU	A	1	0.10303157505979	-0.000376020412127669	0.127089964680413	-0.101930413027965
0.999999999	1e-09	CHUA9	CHU	A	1	0.0974760874191987	6.8184380396105e-05	0.0887231288610419	-0.0773673351816761
0.659002113047811	0.340997886952189	CHUH1	CHU	H	1	0.0225810478739627	0.0542753852818694	0.0705292409006213	-0.0354624487576837
0.588841602183777	0.411158397816222	CHUH2	CHU	H	1	0.0180938319004631	0.0709203741541509	0.0547611018131145	-0.00875919986804271
0.621960032338981	0.378039967661019	CHUH3	CHU	H	1	0.0184277496725453	0.0653563115303175	0.0374145005263097	-0.0457108559544736
0.636759644027982	0.363240355972018	CHUH4	CHU	H	1	0.0170317668510817	0.0772928915272003	0.0408505787540767	0.00105478922640485
0.999999999	1e-09	CHUH5	CHU	H	1	0.0980182349744116	-0.000552308911812814	0.0878871255888681	-0.0731819774012465
